age,first_device_type,gender,signup_app,signup_method,Month_name,month_looking,children,signup_location,Continent
25,Windows Desktop,MALE,Web,facebook,Nov,Jan,5,Europe,North America
51,Mac Desktop,MALE,Web,basic,Nov,Sep,5,North America,North America
33,Mac Desktop,MALE,Web,basic,Nov,May,1,Europe,North America
44,Mac Desktop,MALE,iOS,basic,Nov,Mar,5,North America,North America
33,Mac Desktop,MALE,Web,basic,Nov,May,0,Europe,North America
50,iPad,FEMALE,Web,basic,Nov,Jan,3,North America,North America
27,Windows Desktop,MALE,Web,basic,Nov,Feb,1,North America,North America
28,Mac Desktop,MALE,Web,facebook,Nov,Apr,0,North America,Australia
37,Windows Desktop,FEMALE,iOS,facebook,Nov,Mar,0,Europe,North America
21,Mac Desktop,FEMALE,Web,basic,Nov,Sep,4,North America,North America
26,Windows Desktop,FEMALE,Web,facebook,Nov,Jan,2,North America,North America
30,iPad,FEMALE,Web,basic,Nov,Mar,4,Europe,North America
27,Mac Desktop,FEMALE,Web,basic,Nov,Sep,4,Australia,Europe
75,Mac Desktop,MALE,Web,basic,Nov,Jun,5,North America,North America
50,Mac Desktop,FEMALE,Web,basic,Nov,Jun,4,Europe,North America
35,Windows Desktop,MALE,Web,facebook,Nov,Apr,0,Europe,North America
27,Mac Desktop,FEMALE,Web,basic,Nov,Aug,4,Europe,North America
30,Windows Desktop,FEMALE,Web,facebook,Nov,Aug,1,North America,North America
29,Windows Desktop,FEMALE,Web,basic,Nov,Apr,3,Europe,North America
44,Mac Desktop,MALE,Web,facebook,Nov,Oct,2,North America,Europe
36,Mac Desktop,FEMALE,Web,basic,Nov,Oct,0,North America,Europe
32,Windows Desktop,MALE,Web,facebook,Nov,Jan,0,North America,Europe
35,Mac Desktop,FEMALE,Web,basic,Nov,Mar,2,Europe,North America
53,Windows Desktop,FEMALE,Web,basic,Nov,Feb,0,North America,North America
47,Mac Desktop,MALE,Web,basic,Nov,Aug,5,North America,North America
28,Windows Desktop,FEMALE,Web,basic,Nov,Apr,5,North America,North America
46,Windows Desktop,FEMALE,Web,basic,Nov,Apr,5,Europe,North America
36,Mac Desktop,MALE,Web,basic,Nov,Dec,3,Europe,North America
37,Mac Desktop,FEMALE,Web,basic,Nov,Aug,3,Europe,North America
25,Mac Desktop,MALE,Web,basic,Nov,May,1,Europe,North America
31,Windows Desktop,FEMALE,Web,facebook,Nov,Dec,1,Europe,Europe
30,Windows Desktop,FEMALE,Web,basic,Nov,Feb,5,Europe,North America
41,Windows Desktop,MALE,Web,basic,Nov,Apr,0,North America,North America
27,Windows Desktop,FEMALE,Web,basic,Nov,Jan,2,North America,North America
37,Windows Desktop,MALE,Web,facebook,Nov,Mar,5,North America,North America
31,Windows Desktop,FEMALE,Web,facebook,Nov,Oct,1,Europe,North America
26,Windows Desktop,MALE,Web,facebook,Nov,Jan,3,Europe,North America
25,Mac Desktop,FEMALE,iOS,facebook,Nov,Feb,3,Europe,North America
31,Windows Desktop,FEMALE,Web,facebook,Nov,Sep,3,North America,North America
26,Mac Desktop,MALE,Web,facebook,Nov,Feb,4,North America,North America
42,Windows Desktop,MALE,Web,facebook,Nov,May,3,Europe,Europe
39,Mac Desktop,FEMALE,Web,basic,Nov,Feb,1,Australia,North America
25,Mac Desktop,FEMALE,Web,facebook,Nov,Oct,3,Europe,Europe
63,iPad,MALE,Web,basic,Nov,Apr,4,Europe,North America
33,Mac Desktop,FEMALE,Web,basic,Nov,Jun,0,North America,North America
24,iPad,FEMALE,Web,facebook,Nov,Oct,2,Europe,North America
37,Mac Desktop,FEMALE,Web,basic,Nov,Nov,1,North America,Europe
50,Windows Desktop,FEMALE,Web,basic,Nov,Oct,5,Europe,North America
46,Mac Desktop,FEMALE,Web,basic,Nov,Jun,0,Europe,North America
49,iPad,MALE,Web,facebook,Nov,Feb,1,Europe,North America
48,Windows Desktop,FEMALE,Web,basic,Nov,Oct,0,North America,North America
62,Mac Desktop,FEMALE,Web,basic,Nov,May,1,North America,North America
24,iPad,MALE,Web,basic,Nov,Jun,4,Europe,North America
36,iPad,FEMALE,Web,facebook,Nov,Jan,5,Europe,North America
33,Mac Desktop,MALE,Web,facebook,Nov,Dec,1,North America,North America
29,Windows Desktop,FEMALE,Web,basic,Nov,Dec,1,North America,North America
24,Windows Desktop,MALE,Web,basic,Nov,Jan,3,Australia,North America
64,iPad,FEMALE,Web,basic,Nov,Jan,5,North America,North America
39,Windows Desktop,MALE,iOS,facebook,Nov,Aug,1,Australia,North America
31,Mac Desktop,FEMALE,Web,basic,Nov,Sep,2,North America,North America
27,Mac Desktop,FEMALE,Web,basic,Nov,Jun,1,North America,North America
34,iPhone,FEMALE,Moweb,basic,Nov,Apr,5,Europe,North America
37,Windows Desktop,FEMALE,Web,basic,Nov,Jan,5,North America,North America
27,Mac Desktop,FEMALE,Web,facebook,Nov,Aug,5,North America,North America
33,Windows Desktop,MALE,Web,basic,Nov,Jan,1,North America,North America
24,Mac Desktop,FEMALE,Moweb,basic,Nov,May,1,North America,North America
48,Mac Desktop,FEMALE,Web,facebook,Nov,Jan,4,North America,North America
28,Mac Desktop,FEMALE,Web,basic,Nov,Sep,5,Europe,North America
39,Windows Desktop,FEMALE,Web,basic,Nov,Jun,0,North America,Europe
31,Mac Desktop,MALE,Web,basic,Nov,Aug,3,North America,North America
27,Windows Desktop,MALE,Web,facebook,Nov,Nov,3,Australia,North America
45,Windows Desktop,FEMALE,Web,basic,Nov,Oct,4,Europe,North America
28,Windows Desktop,FEMALE,Web,basic,Nov,May,0,Europe,North America
25,Windows Desktop,FEMALE,Web,facebook,Nov,Mar,0,Europe,North America
18,Mac Desktop,MALE,Web,basic,Nov,Feb,0,Europe,North America
56,Mac Desktop,FEMALE,Web,basic,Nov,Jun,5,North America,Europe
44,Mac Desktop,FEMALE,Web,basic,Nov,Apr,5,North America,North America
51,Windows Desktop,FEMALE,Web,basic,Nov,May,3,North America,Europe
30,iPhone,FEMALE,iOS,facebook,Nov,Aug,4,North America,North America
27,Windows Desktop,MALE,Web,basic,Nov,Nov,0,North America,North America
32,Mac Desktop,MALE,Web,facebook,Nov,May,0,North America,North America
49,Mac Desktop,FEMALE,Web,basic,Nov,Nov,4,North America,North America
26,Windows Desktop,FEMALE,Web,basic,Nov,Feb,0,North America,Europe
28,Mac Desktop,MALE,Web,facebook,Nov,Jan,0,North America,North America
22,Windows Desktop,MALE,Web,basic,Nov,Dec,5,Europe,North America
66,Mac Desktop,FEMALE,Web,basic,Nov,Jan,2,North America,Australia
34,Mac Desktop,FEMALE,Web,basic,Nov,Mar,4,Europe,Europe
49,Mac Desktop,MALE,Web,facebook,Nov,Apr,1,Europe,North America
36,Mac Desktop,FEMALE,Web,basic,Nov,Jun,4,Europe,North America
29,Mac Desktop,MALE,Web,facebook,Nov,May,2,North America,North America
26,iPhone,MALE,Web,facebook,Nov,Jun,1,North America,North America
31,Windows Desktop,FEMALE,Web,basic,Nov,Jan,5,North America,North America
27,Mac Desktop,MALE,iOS,basic,Nov,Sep,3,Europe,Europe
52,Windows Desktop,MALE,Web,facebook,Nov,Jun,4,Europe,North America
45,Mac Desktop,MALE,Web,basic,Nov,Jun,4,North America,North America
27,iPad,FEMALE,Web,basic,Nov,Nov,2,North America,North America
44,iPhone,FEMALE,iOS,basic,Nov,Dec,4,Europe,North America
51,iPad,FEMALE,Web,basic,Nov,Aug,2,Europe,North America
38,Mac Desktop,FEMALE,Web,basic,Nov,Apr,5,Europe,Europe
53,Windows Desktop,MALE,Web,facebook,Nov,Apr,1,North America,North America
58,Windows Desktop,MALE,Web,basic,Nov,Feb,4,North America,North America
28,Mac Desktop,FEMALE,Web,basic,Nov,Feb,0,North America,North America
19,Mac Desktop,FEMALE,Web,basic,Nov,Aug,3,Europe,North America
34,Mac Desktop,MALE,Web,basic,Nov,Jul,0,Europe,North America
30,iPhone,FEMALE,Web,basic,Nov,Apr,2,North America,North America
27,Mac Desktop,MALE,Web,basic,Nov,Dec,5,Australia,North America
54,Mac Desktop,FEMALE,Web,facebook,Nov,Jul,3,North America,North America
30,Mac Desktop,FEMALE,iOS,basic,Nov,Jun,5,North America,North America
37,Mac Desktop,MALE,Web,basic,Nov,Nov,4,Australia,North America
30,Windows Desktop,MALE,Web,facebook,Nov,Nov,4,Europe,North America
26,Mac Desktop,MALE,Web,basic,Nov,Feb,5,Australia,North America
24,iPad,FEMALE,iOS,basic,Nov,Oct,0,North America,North America
35,Mac Desktop,MALE,iOS,basic,Nov,Nov,4,Europe,North America
22,Mac Desktop,FEMALE,iOS,facebook,Nov,Jan,0,North America,North America
43,Mac Desktop,FEMALE,Web,basic,Nov,Jul,5,North America,Australia
26,Mac Desktop,MALE,Web,facebook,Nov,Feb,5,North America,North America
30,Windows Desktop,MALE,Web,basic,Nov,Feb,2,Europe,North America
42,Mac Desktop,MALE,Web,facebook,Nov,Oct,3,Europe,North America
27,Mac Desktop,FEMALE,Web,basic,Nov,Dec,5,North America,North America
35,Mac Desktop,FEMALE,Web,basic,Nov,Jun,3,Europe,North America
20,Windows Desktop,FEMALE,Web,basic,Nov,May,3,Australia,North America
42,Windows Desktop,MALE,Web,facebook,Nov,Feb,1,North America,North America
34,Mac Desktop,MALE,Web,facebook,Nov,Jan,1,Europe,North America
32,Mac Desktop,FEMALE,Web,facebook,Nov,Nov,5,North America,Europe
28,Mac Desktop,FEMALE,Web,basic,Nov,Sep,3,North America,North America
29,iPad,FEMALE,Web,facebook,Nov,Mar,3,Australia,North America
41,Windows Desktop,MALE,iOS,facebook,Nov,Jan,5,Europe,North America
40,Mac Desktop,MALE,Web,basic,Nov,Oct,2,North America,Europe
47,Mac Desktop,MALE,Web,facebook,Nov,Aug,2,North America,North America
33,Mac Desktop,MALE,Web,basic,Nov,Apr,4,North America,North America
34,iPad,FEMALE,Web,basic,Nov,Jun,1,North America,North America
37,Mac Desktop,MALE,Web,basic,Nov,Apr,1,Europe,North America
30,Windows Desktop,MALE,Web,facebook,Nov,Sep,2,Europe,North America
24,Windows Desktop,FEMALE,Web,basic,Nov,Mar,0,Europe,North America
26,Android Phone,MALE,Moweb,facebook,Nov,Dec,1,Australia,North America
26,Windows Desktop,MALE,Web,basic,Nov,Dec,1,North America,North America
29,Mac Desktop,MALE,Web,facebook,Nov,Sep,1,North America,North America
35,Windows Desktop,FEMALE,Web,basic,Nov,May,3,North America,North America
44,Mac Desktop,FEMALE,Web,facebook,Nov,May,5,Australia,North America
24,Windows Desktop,FEMALE,Web,basic,Nov,Dec,4,North America,North America
37,Mac Desktop,MALE,Web,basic,Nov,Aug,1,North America,North America
36,Mac Desktop,FEMALE,Web,basic,Nov,Nov,0,Europe,North America
27,Windows Desktop,FEMALE,Web,basic,Nov,Sep,2,Australia,North America
25,Mac Desktop,MALE,Web,basic,Nov,Aug,0,Europe,North America
36,Mac Desktop,FEMALE,Web,basic,Nov,Aug,2,Europe,North America
32,Mac Desktop,FEMALE,Web,basic,Nov,Sep,0,Australia,North America
29,Mac Desktop,MALE,Web,basic,Nov,May,1,North America,North America
70,Mac Desktop,MALE,Web,basic,Nov,Dec,4,Europe,North America
29,Windows Desktop,FEMALE,Web,basic,Nov,Sep,3,North America,North America
27,Mac Desktop,FEMALE,Web,basic,Nov,Mar,5,Europe,North America
30,Windows Desktop,MALE,Web,basic,Nov,Sep,3,North America,North America
28,Mac Desktop,FEMALE,Web,basic,Nov,Dec,0,North America,Australia
24,Mac Desktop,FEMALE,Web,basic,Nov,Dec,2,North America,Australia
34,Mac Desktop,FEMALE,Web,facebook,Nov,Feb,5,North America,North America
28,Mac Desktop,FEMALE,Web,basic,Nov,Jan,3,Europe,North America
28,Mac Desktop,MALE,Web,basic,Nov,May,3,North America,North America
30,Mac Desktop,FEMALE,Web,basic,Nov,Mar,0,North America,Europe
25,iPhone,FEMALE,iOS,basic,Nov,Jun,4,North America,North America
29,Mac Desktop,MALE,Web,basic,Nov,May,4,North America,North America
39,Windows Desktop,MALE,Web,facebook,Nov,Aug,4,North America,North America
29,Mac Desktop,MALE,Web,facebook,Nov,Jun,5,North America,Europe
23,Windows Desktop,FEMALE,Web,basic,Nov,Aug,3,Europe,North America
48,Mac Desktop,MALE,Web,basic,Nov,Jan,2,North America,North America
56,Mac Desktop,MALE,Web,basic,Nov,Mar,0,Europe,North America
31,iPhone,MALE,Web,facebook,Nov,Apr,0,North America,North America
28,Mac Desktop,FEMALE,Web,facebook,Nov,Aug,4,North America,North America
27,Desktop (Other),MALE,Web,facebook,Nov,Feb,3,Europe,North America
26,Mac Desktop,MALE,Web,basic,Nov,Mar,0,Europe,Europe
29,Windows Desktop,MALE,Web,facebook,Nov,Apr,2,North America,North America
23,Mac Desktop,MALE,Web,basic,Nov,Jul,0,North America,North America
32,Windows Desktop,MALE,Web,facebook,Nov,Aug,3,North America,North America
33,Mac Desktop,MALE,Web,facebook,Nov,Jul,3,Europe,North America
45,Mac Desktop,MALE,Web,basic,Nov,Sep,1,North America,North America
33,Mac Desktop,FEMALE,Web,basic,Nov,Mar,0,North America,North America
32,Windows Desktop,MALE,Web,basic,Nov,May,4,North America,North America
37,Mac Desktop,FEMALE,Web,basic,Nov,Jul,2,North America,North America
28,Mac Desktop,MALE,Web,facebook,Nov,Jul,5,Australia,North America
26,Mac Desktop,FEMALE,Web,basic,Nov,Jun,5,North America,North America
43,Android Tablet,MALE,Web,basic,Nov,Aug,4,Europe,North America
46,Windows Desktop,MALE,Web,basic,Nov,Jun,5,Europe,North America
35,Windows Desktop,FEMALE,Web,basic,Nov,Feb,5,Europe,North America
30,Windows Desktop,FEMALE,Moweb,basic,Nov,Aug,5,Australia,North America
51,Windows Desktop,MALE,Web,basic,Nov,Nov,0,North America,North America
28,Windows Desktop,FEMALE,Web,facebook,Nov,Feb,2,Australia,North America
26,Mac Desktop,MALE,Web,facebook,Nov,Nov,4,Europe,North America
38,Windows Desktop,FEMALE,Web,facebook,Nov,Sep,4,Europe,North America
33,Windows Desktop,FEMALE,Web,basic,Nov,Jan,3,North America,North America
23,Windows Desktop,FEMALE,Web,basic,Nov,Feb,1,North America,Europe
27,Mac Desktop,MALE,Web,facebook,Nov,Apr,2,Europe,Europe
29,Mac Desktop,FEMALE,Web,facebook,Nov,Jun,3,Europe,Europe
22,Mac Desktop,FEMALE,Web,basic,Nov,Jun,0,North America,Europe
30,Windows Desktop,FEMALE,Web,basic,Nov,Jul,2,North America,Europe
29,Windows Desktop,FEMALE,Web,facebook,Nov,Jun,4,Europe,Europe
23,Windows Desktop,MALE,Web,basic,Nov,Dec,5,North America,North America
40,Mac Desktop,MALE,Web,basic,Nov,Apr,5,Europe,North America
38,Windows Desktop,FEMALE,Web,facebook,Nov,Oct,1,Australia,North America
28,Mac Desktop,FEMALE,Web,basic,Nov,Nov,5,Europe,North America
23,Windows Desktop,FEMALE,iOS,facebook,Nov,Sep,2,Europe,North America
24,Mac Desktop,MALE,Web,basic,Nov,Dec,4,Australia,North America
27,Mac Desktop,FEMALE,Web,basic,Nov,Jul,4,North America,North America
28,Windows Desktop,FEMALE,Web,basic,Nov,Jan,1,North America,North America
21,iPhone,FEMALE,Web,facebook,Nov,Jul,5,North America,North America
33,Mac Desktop,MALE,Web,facebook,Nov,Apr,2,North America,North America
41,Windows Desktop,FEMALE,Web,facebook,Nov,Dec,0,North America,North America
38,Windows Desktop,MALE,Web,basic,Nov,Dec,0,Europe,North America
28,Windows Desktop,FEMALE,Web,facebook,Nov,Oct,1,North America,North America
40,Windows Desktop,MALE,Web,facebook,Nov,Jan,3,North America,North America
29,Mac Desktop,MALE,Web,basic,Nov,Dec,5,Europe,Australia
32,Windows Desktop,MALE,Web,basic,Nov,Aug,5,Europe,Europe
34,Mac Desktop,MALE,Web,basic,Nov,Nov,5,North America,North America
30,Mac Desktop,FEMALE,Web,basic,Nov,Aug,3,Europe,Europe
27,iPhone,FEMALE,Web,basic,Nov,Feb,5,Europe,North America
22,Mac Desktop,FEMALE,Web,basic,Nov,Sep,3,North America,North America
26,Mac Desktop,FEMALE,Web,basic,Nov,Aug,1,North America,North America
58,Mac Desktop,FEMALE,Web,basic,Nov,Mar,5,North America,North America
30,Mac Desktop,MALE,Web,facebook,Nov,Aug,2,Australia,North America
38,Mac Desktop,FEMALE,Web,facebook,Nov,Dec,0,Europe,North America
34,Windows Desktop,FEMALE,Web,basic,Nov,Aug,3,Europe,North America
28,Mac Desktop,MALE,Web,basic,Nov,Mar,0,North America,North America
33,iPad,FEMALE,Web,basic,Nov,Jul,3,North America,North America
36,Windows Desktop,MALE,Web,basic,Nov,Apr,3,North America,North America
25,Mac Desktop,FEMALE,Web,basic,Nov,Oct,3,North America,North America
38,Mac Desktop,MALE,Web,basic,Nov,Oct,1,North America,North America
47,Mac Desktop,FEMALE,Web,facebook,Nov,Jun,0,Europe,North America
22,Mac Desktop,MALE,Web,facebook,Nov,Jul,3,Europe,Europe
27,iPhone,FEMALE,iOS,basic,Nov,Jun,2,Europe,North America
29,Mac Desktop,MALE,iOS,basic,Nov,Oct,1,North America,North America
40,iPhone,MALE,iOS,facebook,Nov,Dec,0,Europe,North America
25,Mac Desktop,MALE,Web,basic,Nov,Jun,5,Australia,North America
30,Android Tablet,FEMALE,Web,facebook,Nov,Jul,2,Europe,Europe
26,Windows Desktop,MALE,Web,facebook,Nov,Nov,3,North America,North America
26,Windows Desktop,MALE,Web,basic,Nov,Mar,2,North America,North America
37,Windows Desktop,MALE,Web,basic,Nov,Jul,3,Europe,North America
35,Windows Desktop,MALE,Web,basic,Nov,Mar,5,North America,North America
37,Mac Desktop,MALE,Web,basic,Nov,Aug,5,Europe,North America
55,Windows Desktop,FEMALE,Web,facebook,Nov,Nov,1,Australia,North America
33,Mac Desktop,MALE,Web,basic,Nov,Mar,1,North America,North America
29,Mac Desktop,FEMALE,Web,basic,Nov,Sep,5,North America,North America
21,Mac Desktop,FEMALE,Web,facebook,Nov,Dec,5,North America,North America
36,Windows Desktop,MALE,Web,basic,Nov,Apr,1,Europe,North America
46,Mac Desktop,MALE,Web,basic,Nov,Apr,3,Europe,North America
24,Windows Desktop,MALE,Web,basic,Nov,Aug,5,Europe,North America
22,Mac Desktop,FEMALE,Web,facebook,Nov,May,2,North America,North America
28,Mac Desktop,FEMALE,Web,basic,Nov,Nov,2,North America,Europe
35,Windows Desktop,MALE,Web,facebook,Nov,Dec,5,Europe,Europe
33,Mac Desktop,MALE,Web,facebook,Nov,Nov,2,North America,North America
60,Windows Desktop,FEMALE,Web,facebook,Nov,May,2,North America,North America
22,Windows Desktop,MALE,Web,basic,Nov,Nov,2,Europe,North America
40,Mac Desktop,FEMALE,Web,basic,Nov,Jan,0,North America,North America
32,Windows Desktop,MALE,Web,facebook,Nov,Jan,3,North America,North America
42,iPhone,FEMALE,iOS,facebook,Nov,Sep,3,Europe,North America
26,Mac Desktop,MALE,Web,facebook,Nov,Nov,5,Australia,Europe
26,Mac Desktop,FEMALE,Web,basic,Nov,Jul,3,Europe,North America
69,Mac Desktop,MALE,Web,basic,Nov,Jan,5,North America,North America
61,Windows Desktop,MALE,Web,basic,Nov,Jan,4,North America,North America
30,iPad,MALE,iOS,basic,Nov,May,4,Europe,North America
25,Windows Desktop,MALE,Web,basic,Nov,Jan,2,Europe,North America
64,iPad,MALE,Web,basic,Nov,Oct,3,North America,North America
27,Mac Desktop,FEMALE,Web,facebook,Nov,Jun,2,North America,North America
35,Mac Desktop,FEMALE,Web,basic,Nov,Apr,4,Europe,North America
55,Windows Desktop,FEMALE,Web,basic,Nov,Jun,2,North America,North America
31,Mac Desktop,MALE,iOS,facebook,Nov,Nov,0,North America,North America
41,iPad,MALE,Web,facebook,Nov,Jan,0,Europe,North America
24,Mac Desktop,MALE,Web,facebook,Nov,Jun,0,North America,North America
46,Windows Desktop,FEMALE,Web,basic,Nov,Jun,2,North America,North America
25,Windows Desktop,FEMALE,Web,basic,Nov,Jun,0,Europe,North America
31,Windows Desktop,FEMALE,Web,facebook,Nov,Nov,0,North America,North America
48,Windows Desktop,MALE,Web,basic,Nov,Jun,4,North America,North America
26,Mac Desktop,FEMALE,iOS,facebook,Nov,Dec,0,North America,North America
31,iPhone,MALE,Web,basic,Nov,Nov,1,Europe,Europe
67,iPad,FEMALE,Web,basic,Nov,Oct,5,North America,North America
32,Mac Desktop,MALE,Web,facebook,Nov,Apr,5,North America,North America
25,Windows Desktop,MALE,Web,basic,Nov,Mar,5,Australia,Europe
22,Windows Desktop,FEMALE,iOS,basic,Nov,Aug,3,North America,North America
57,Windows Desktop,FEMALE,Web,basic,Nov,Mar,5,North America,Europe
36,Windows Desktop,FEMALE,Web,facebook,Nov,Jul,2,North America,North America
43,Windows Desktop,FEMALE,Web,basic,Nov,Dec,0,North America,North America
25,Windows Desktop,MALE,Web,basic,Nov,Jul,5,North America,North America
35,Mac Desktop,MALE,Web,basic,Nov,Oct,5,Europe,North America
30,Mac Desktop,MALE,Web,facebook,Nov,May,5,Europe,North America
35,Mac Desktop,MALE,iOS,basic,Nov,May,2,North America,North America
30,iPhone,MALE,iOS,basic,Nov,Jan,5,Australia,North America
22,Mac Desktop,FEMALE,Web,basic,Nov,Feb,3,North America,North America
62,Windows Desktop,MALE,Web,facebook,Nov,Jul,2,North America,North America
25,Windows Desktop,MALE,Web,facebook,Nov,Sep,5,North America,North America
25,iPad,FEMALE,Web,basic,Nov,Mar,1,Europe,North America
27,Mac Desktop,FEMALE,Web,basic,Nov,Mar,3,Europe,North America
29,Mac Desktop,FEMALE,Web,facebook,Nov,Sep,2,Europe,North America
26,Mac Desktop,FEMALE,Web,facebook,Nov,Sep,2,North America,North America
24,Windows Desktop,MALE,Web,facebook,Nov,Sep,3,Europe,North America
38,Windows Desktop,MALE,iOS,basic,Nov,Jun,1,North America,Europe
34,Mac Desktop,MALE,Web,basic,Nov,Nov,4,Europe,North America
39,Windows Desktop,FEMALE,Web,facebook,Nov,Dec,4,Australia,North America
26,Windows Desktop,FEMALE,Web,basic,Nov,Dec,0,Europe,Europe
30,iPhone,MALE,iOS,facebook,Nov,Jan,1,Europe,North America
30,Mac Desktop,FEMALE,Web,basic,Nov,Jan,0,Europe,North America
26,Mac Desktop,MALE,iOS,facebook,Nov,May,4,North America,North America
26,Mac Desktop,FEMALE,iOS,basic,Nov,May,5,North America,North America
30,Mac Desktop,MALE,Web,facebook,Nov,Sep,2,Europe,North America
61,Windows Desktop,MALE,Web,basic,Nov,May,2,Europe,North America
19,iPad,FEMALE,Web,basic,Nov,Jul,0,North America,North America
37,Windows Desktop,MALE,Web,basic,Nov,Oct,4,North America,North America
19,Mac Desktop,MALE,Web,basic,Nov,Aug,0,North America,North America
58,Mac Desktop,FEMALE,Web,basic,Nov,Jul,5,North America,North America
32,iPhone,FEMALE,iOS,facebook,Nov,Apr,0,Europe,North America
54,Windows Desktop,MALE,Web,basic,Nov,Jul,5,Europe,North America
32,Mac Desktop,FEMALE,Web,facebook,Nov,Apr,2,Europe,North America
32,Mac Desktop,FEMALE,Web,facebook,Nov,Sep,3,North America,North America
50,Mac Desktop,MALE,Web,basic,Nov,Oct,3,North America,Europe
53,Mac Desktop,FEMALE,Web,basic,Nov,Mar,0,Europe,North America
30,iPad,MALE,Web,facebook,Nov,Jan,0,Europe,North America
58,Mac Desktop,MALE,Web,basic,Nov,May,4,Europe,North America
45,Mac Desktop,FEMALE,Web,basic,Nov,Oct,4,Europe,North America
24,Windows Desktop,MALE,Web,basic,Nov,Dec,0,North America,North America
34,Mac Desktop,FEMALE,Web,basic,Nov,Dec,4,North America,North America
18,Mac Desktop,FEMALE,Web,basic,Nov,Jun,1,Australia,North America
35,Mac Desktop,MALE,Web,facebook,Nov,Aug,3,North America,North America
35,Mac Desktop,MALE,Web,basic,Nov,Dec,3,North America,North America
27,Mac Desktop,FEMALE,Web,basic,Nov,May,0,North America,North America
25,Mac Desktop,FEMALE,Web,basic,Nov,Jan,1,North America,North America
28,Mac Desktop,FEMALE,Web,basic,Nov,May,2,North America,North America
29,Mac Desktop,MALE,Web,basic,Nov,Dec,0,North America,North America
33,Mac Desktop,MALE,Web,basic,Nov,Apr,4,North America,North America
60,Mac Desktop,FEMALE,Web,basic,Nov,Feb,1,North America,North America
40,Mac Desktop,MALE,Web,basic,Nov,Jul,3,Europe,North America
35,Mac Desktop,MALE,Web,basic,Nov,Apr,3,North America,North America
43,Mac Desktop,FEMALE,iOS,facebook,Nov,Dec,5,North America,North America
34,Mac Desktop,MALE,Web,facebook,Nov,May,5,North America,North America
25,Mac Desktop,FEMALE,Web,basic,Nov,Apr,3,North America,North America
30,Mac Desktop,MALE,Web,facebook,Nov,Jan,4,Europe,North America
55,Windows Desktop,FEMALE,Web,basic,Nov,Jun,5,North America,North America
27,Mac Desktop,MALE,Web,basic,Nov,Aug,5,North America,North America
49,Mac Desktop,MALE,Web,basic,Nov,Nov,0,Europe,North America
42,Mac Desktop,MALE,iOS,basic,Nov,Apr,4,Europe,North America
32,Mac Desktop,FEMALE,iOS,basic,Nov,Feb,3,North America,North America
53,Mac Desktop,MALE,Web,basic,Nov,Aug,3,North America,Europe
43,Mac Desktop,MALE,Web,basic,Nov,May,5,Europe,North America
31,Mac Desktop,MALE,Web,basic,Nov,Aug,1,Australia,Europe
34,Mac Desktop,FEMALE,Web,facebook,Nov,Nov,3,North America,North America
32,Mac Desktop,MALE,Web,basic,Nov,Dec,5,North America,Europe
31,Mac Desktop,FEMALE,Web,basic,Nov,Aug,3,North America,Europe
64,iPad,FEMALE,Web,basic,Nov,Jul,4,North America,Europe
57,Windows Desktop,FEMALE,iOS,basic,Nov,Jul,3,North America,North America
30,Mac Desktop,MALE,iOS,facebook,Nov,Mar,0,Europe,North America
28,Windows Desktop,FEMALE,Web,facebook,Nov,Jul,5,Europe,North America
23,Windows Desktop,FEMALE,Web,basic,Nov,Apr,5,North America,North America
29,Mac Desktop,FEMALE,Web,facebook,Nov,Mar,5,Europe,North America
30,Windows Desktop,FEMALE,Web,facebook,Nov,Feb,2,Europe,North America
35,Mac Desktop,MALE,Web,facebook,Nov,May,3,North America,North America
32,Mac Desktop,FEMALE,Web,facebook,Nov,Sep,1,North America,North America
29,Windows Desktop,MALE,Web,facebook,Nov,Jan,4,North America,North America
38,Mac Desktop,FEMALE,iOS,basic,Nov,Dec,5,North America,North America
58,iPad,MALE,Web,basic,Nov,May,2,Europe,North America
70,Windows Desktop,FEMALE,Web,basic,Nov,Jul,3,North America,North America
30,Mac Desktop,MALE,Web,basic,Nov,Aug,4,Europe,Europe
32,iPad,FEMALE,Web,facebook,Dec,Nov,4,North America,North America
24,Windows Desktop,FEMALE,Web,basic,Dec,Jun,2,Europe,North America
28,Mac Desktop,MALE,Web,basic,Dec,Dec,3,North America,North America
39,Mac Desktop,MALE,Web,basic,Dec,Feb,5,North America,North America
31,Windows Desktop,MALE,Web,facebook,Dec,Apr,2,Europe,North America
36,Windows Desktop,FEMALE,Web,facebook,Dec,Aug,1,Europe,North America
29,Windows Desktop,MALE,Web,facebook,Dec,Nov,4,Europe,North America
64,iPad,FEMALE,Web,basic,Dec,Jul,0,North America,Europe
27,iPad,FEMALE,Web,basic,Dec,Jul,0,Europe,North America
66,Windows Desktop,MALE,Web,facebook,Dec,Apr,3,Europe,North America
32,iPhone,FEMALE,iOS,facebook,Dec,Oct,4,North America,North America
41,Mac Desktop,FEMALE,Web,basic,Dec,Dec,2,Europe,North America
28,Windows Desktop,FEMALE,Web,facebook,Dec,Sep,5,Europe,North America
67,Windows Desktop,FEMALE,iOS,facebook,Dec,Jan,3,Europe,North America
34,iPhone,FEMALE,iOS,basic,Dec,Apr,1,North America,North America
47,iPad,MALE,Web,basic,Dec,Dec,3,Europe,North America
33,Mac Desktop,FEMALE,iOS,facebook,Dec,Jan,2,Europe,North America
